5YJYGDEE3L,Okanogan,Winthrop,WA,98862,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,12,112706562,"OKANOGAN COUNTY ELEC COOP, INC",53047970900
5YJYGDEE4L,Okanogan,Winthrop,WA,98862,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,12,109671502,"OKANOGAN COUNTY ELEC COOP, INC",53047970900
5YJ3E1EBXL,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,0,14,110302293,PACIFICORP,53077000904
5YJ3E1EC1L,Yakima,Moxee,WA,98936,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,0,15,10043792,PACIFICORP,53077001702
5YJ3E1EC2L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,0,15,5036146,PACIFICORP,53077001701
5YJ3E1EC7L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,0,14,104969819,PACIFICORP,53077002804
5YJYGDEE7L,Chelan,Chelan,WA,98816,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,12,112406542,PUD NO 1 OF CHELAN COUNTY,53007960301
5YJYGDEE8L,Chelan,Chelan,WA,98816,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,12,195946908,PUD NO 1 OF CHELAN COUNTY,53007960302
2C4RC1N78K,Okanogan,Tonasket,WA,98855,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,39995,7,476825408,PUD NO 1 OF OKANOGAN COUNTY,53047970500
JTMAB3FV4M,Okanogan,Tonasket,WA,98855,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,0,7,170257125,PUD NO 1 OF OKANOGAN COUNTY,53047970400
5YJXCDE23K,Whatcom,Lummi Island,WA,98262,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289,0,42,476454695,PUD NO 1 OF WHATCOM COUNTY,53073010900
KNDCM3LD9N,Whatcom,Lummi Island,WA,98262,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,0,42,199455805,PUD NO 1 OF WHATCOM COUNTY,53073010900
1G1FW6S05L,Grant,Ephrata,WA,98823,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,0,13,9668004,PUD NO 2 OF GRANT COUNTY,53025010401
1G1FW6S06L,Grant,Ephrata,WA,98823,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,0,13,9782692,PUD NO 2 OF GRANT COUNTY,53025010401
1G1FY6S01L,Grant,Moses Lake,WA,98837,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,0,13,144662577,PUD NO 2 OF GRANT COUNTY,53025011200
5YJ3E1EA2L,Grant,Soap Lake,WA,98851,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,0,12,2249054,PUD NO 2 OF GRANT COUNTY,53025010300
5YJYGDEE2L,Grant,Quincy,WA,98848,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,12,207661191,PUD NO 2 OF GRANT COUNTY,53025010500
5YJYGDEE6L,Grant,Quincy,WA,98848,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,13,113025013,PUD NO 2 OF GRANT COUNTY,53025010600
JTMFB3FV3M,Grant,Quincy,WA,98848,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,0,13,144946518,PUD NO 2 OF GRANT COUNTY,53025010500
WP1AE2AY5L,Kitsap,Bainbridge Island,WA,98110,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14,81100,23,179684053,PUGET SOUND ENERGY INC,53035091002
5YJYGDEEXL,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,0,21,112486454,PUGET SOUND ENERGY INC,53061050101
